Method,Metric,Curve_1_N,Curve_1_Mean,Curve_1_SD,Curve_1_CI95_Lower,Curve_1_CI95_Upper,Curve_2_N,Curve_2_Mean,Curve_2_SD,Curve_2_CI95_Lower,Curve_2_CI95_Upper,Curve_3_N,Curve_3_Mean,Curve_3_SD,Curve_3_CI95_Lower,Curve_3_CI95_Upper,Curve_4_N,Curve_4_Mean,Curve_4_SD,Curve_4_CI95_Lower,Curve_4_CI95_Upper,Curve_5_N,Curve_5_Mean,Curve_5_SD,Curve_5_CI95_Lower,Curve_5_CI95_Upper,Curve_6_N,Curve_6_Mean,Curve_6_SD,Curve_6_CI95_Lower,Curve_6_CI95_Upper,Omnibus_Test,Omnibus_Stat,Omnibus_p,Omnibus_Sig,Curve_1_vs_Curve_2_Test,Curve_1_vs_Curve_2_SW_p_A,Curve_1_vs_Curve_2_SW_p_B,Curve_1_vs_Curve_2_Stat,Curve_1_vs_Curve_2_Mean_Diff,Curve_1_vs_Curve_2_CI95_Lower,Curve_1_vs_Curve_2_CI95_Upper,Curve_1_vs_Curve_2_Cohen_d,Curve_1_vs_Curve_2_p_raw,Curve_1_vs_Curve_2_Sig_raw,Curve_1_vs_Curve_3_Test,Curve_1_vs_Curve_3_SW_p_A,Curve_1_vs_Curve_3_SW_p_B,Curve_1_vs_Curve_3_Stat,Curve_1_vs_Curve_3_Mean_Diff,Curve_1_vs_Curve_3_CI95_Lower,Curve_1_vs_Curve_3_CI95_Upper,Curve_1_vs_Curve_3_Cohen_d,Curve_1_vs_Curve_3_p_raw,Curve_1_vs_Curve_3_Sig_raw,Curve_1_vs_Curve_4_Test,Curve_1_vs_Curve_4_SW_p_A,Curve_1_vs_Curve_4_SW_p_B,Curve_1_vs_Curve_4_Stat,Curve_1_vs_Curve_4_Mean_Diff,Curve_1_vs_Curve_4_CI95_Lower,Curve_1_vs_Curve_4_CI95_Upper,Curve_1_vs_Curve_4_Cohen_d,Curve_1_vs_Curve_4_p_raw,Curve_1_vs_Curve_4_Sig_raw,Curve_1_vs_Curve_5_Test,Curve_1_vs_Curve_5_SW_p_A,Curve_1_vs_Curve_5_SW_p_B,Curve_1_vs_Curve_5_Stat,Curve_1_vs_Curve_5_Mean_Diff,Curve_1_vs_Curve_5_CI95_Lower,Curve_1_vs_Curve_5_CI95_Upper,Curve_1_vs_Curve_5_Cohen_d,Curve_1_vs_Curve_5_p_raw,Curve_1_vs_Curve_5_Sig_raw,Curve_1_vs_Curve_6_Test,Curve_1_vs_Curve_6_SW_p_A,Curve_1_vs_Curve_6_SW_p_B,Curve_1_vs_Curve_6_Stat,Curve_1_vs_Curve_6_Mean_Diff,Curve_1_vs_Curve_6_CI95_Lower,Curve_1_vs_Curve_6_CI95_Upper,Curve_1_vs_Curve_6_Cohen_d,Curve_1_vs_Curve_6_p_raw,Curve_1_vs_Curve_6_Sig_raw,Curve_2_vs_Curve_3_Test,Curve_2_vs_Curve_3_SW_p_A,Curve_2_vs_Curve_3_SW_p_B,Curve_2_vs_Curve_3_Stat,Curve_2_vs_Curve_3_Mean_Diff,Curve_2_vs_Curve_3_CI95_Lower,Curve_2_vs_Curve_3_CI95_Upper,Curve_2_vs_Curve_3_Cohen_d,Curve_2_vs_Curve_3_p_raw,Curve_2_vs_Curve_3_Sig_raw,Curve_2_vs_Curve_4_Test,Curve_2_vs_Curve_4_SW_p_A,Curve_2_vs_Curve_4_SW_p_B,Curve_2_vs_Curve_4_Stat,Curve_2_vs_Curve_4_Mean_Diff,Curve_2_vs_Curve_4_CI95_Lower,Curve_2_vs_Curve_4_CI95_Upper,Curve_2_vs_Curve_4_Cohen_d,Curve_2_vs_Curve_4_p_raw,Curve_2_vs_Curve_4_Sig_raw,Curve_2_vs_Curve_5_Test,Curve_2_vs_Curve_5_SW_p_A,Curve_2_vs_Curve_5_SW_p_B,Curve_2_vs_Curve_5_Stat,Curve_2_vs_Curve_5_Mean_Diff,Curve_2_vs_Curve_5_CI95_Lower,Curve_2_vs_Curve_5_CI95_Upper,Curve_2_vs_Curve_5_Cohen_d,Curve_2_vs_Curve_5_p_raw,Curve_2_vs_Curve_5_Sig_raw,Curve_2_vs_Curve_6_Test,Curve_2_vs_Curve_6_SW_p_A,Curve_2_vs_Curve_6_SW_p_B,Curve_2_vs_Curve_6_Stat,Curve_2_vs_Curve_6_Mean_Diff,Curve_2_vs_Curve_6_CI95_Lower,Curve_2_vs_Curve_6_CI95_Upper,Curve_2_vs_Curve_6_Cohen_d,Curve_2_vs_Curve_6_p_raw,Curve_2_vs_Curve_6_Sig_raw,Curve_3_vs_Curve_4_Test,Curve_3_vs_Curve_4_SW_p_A,Curve_3_vs_Curve_4_SW_p_B,Curve_3_vs_Curve_4_Stat,Curve_3_vs_Curve_4_Mean_Diff,Curve_3_vs_Curve_4_CI95_Lower,Curve_3_vs_Curve_4_CI95_Upper,Curve_3_vs_Curve_4_Cohen_d,Curve_3_vs_Curve_4_p_raw,Curve_3_vs_Curve_4_Sig_raw,Curve_3_vs_Curve_5_Test,Curve_3_vs_Curve_5_SW_p_A,Curve_3_vs_Curve_5_SW_p_B,Curve_3_vs_Curve_5_Stat,Curve_3_vs_Curve_5_Mean_Diff,Curve_3_vs_Curve_5_CI95_Lower,Curve_3_vs_Curve_5_CI95_Upper,Curve_3_vs_Curve_5_Cohen_d,Curve_3_vs_Curve_5_p_raw,Curve_3_vs_Curve_5_Sig_raw,Curve_3_vs_Curve_6_Test,Curve_3_vs_Curve_6_SW_p_A,Curve_3_vs_Curve_6_SW_p_B,Curve_3_vs_Curve_6_Stat,Curve_3_vs_Curve_6_Mean_Diff,Curve_3_vs_Curve_6_CI95_Lower,Curve_3_vs_Curve_6_CI95_Upper,Curve_3_vs_Curve_6_Cohen_d,Curve_3_vs_Curve_6_p_raw,Curve_3_vs_Curve_6_Sig_raw,Curve_4_vs_Curve_5_Test,Curve_4_vs_Curve_5_SW_p_A,Curve_4_vs_Curve_5_SW_p_B,Curve_4_vs_Curve_5_Stat,Curve_4_vs_Curve_5_Mean_Diff,Curve_4_vs_Curve_5_CI95_Lower,Curve_4_vs_Curve_5_CI95_Upper,Curve_4_vs_Curve_5_Cohen_d,Curve_4_vs_Curve_5_p_raw,Curve_4_vs_Curve_5_Sig_raw,Curve_4_vs_Curve_6_Test,Curve_4_vs_Curve_6_SW_p_A,Curve_4_vs_Curve_6_SW_p_B,Curve_4_vs_Curve_6_Stat,Curve_4_vs_Curve_6_Mean_Diff,Curve_4_vs_Curve_6_CI95_Lower,Curve_4_vs_Curve_6_CI95_Upper,Curve_4_vs_Curve_6_Cohen_d,Curve_4_vs_Curve_6_p_raw,Curve_4_vs_Curve_6_Sig_raw,Curve_5_vs_Curve_6_Test,Curve_5_vs_Curve_6_SW_p_A,Curve_5_vs_Curve_6_SW_p_B,Curve_5_vs_Curve_6_Stat,Curve_5_vs_Curve_6_Mean_Diff,Curve_5_vs_Curve_6_CI95_Lower,Curve_5_vs_Curve_6_CI95_Upper,Curve_5_vs_Curve_6_Cohen_d,Curve_5_vs_Curve_6_p_raw,Curve_5_vs_Curve_6_Sig_raw
RAF_Critic,SU,21,3.0,0.0,3.0,3.0,17,3.0588,0.4287,2.8384,3.2793,16,3.0,0.0,3.0,3.0,18,3.0556,0.2357,2.9383,3.1728,18,3.0,0.0,3.0,3.0,21,3.0,0.3162,2.8561,3.1439,Kruskal-Wallis,1.4792,0.9155,,Mann-Whitney U,,0.0,168.0,-0.0588,-0.2793,0.1616,-0.2058,0.5301,,Mann-Whitney U,,,168.0,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,178.5,-0.0556,-0.1728,0.0617,-0.3477,0.3036,,Mann-Whitney U,,,189.0,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,220.5,0.0,-0.1439,0.1439,0.0,1.0,,Mann-Whitney U,0.0,,144.0,0.0588,-0.1616,0.2793,0.191,0.588,,Mann-Whitney U,0.0,0.0,154.0,0.0033,-0.2398,0.2463,0.0095,0.9762,,Mann-Whitney U,0.0,,162.0,0.0588,-0.1616,0.2793,0.197,0.5634,,Mann-Whitney U,0.0,0.0,188.5,0.0588,-0.1965,0.3142,0.1588,0.6347,,Mann-Whitney U,,0.0,136.0,-0.0556,-0.1728,0.0617,-0.3234,0.3768,,Mann-Whitney U,,,144.0,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,168.0,0.0,-0.1439,0.1439,0.0,1.0,,Mann-Whitney U,0.0,,171.0,0.0556,-0.0617,0.1728,0.3333,0.3449,,Mann-Whitney U,0.0,0.0,199.0,0.0556,-0.1241,0.2352,0.1969,0.5624,,Mann-Whitney U,,0.0,189.0,0.0,-0.1439,0.1439,0.0,1.0,
RAF_Critic,EG,21,4.7619,0.4364,4.5632,4.9606,17,4.2353,0.4372,4.0105,4.4601,16,4.75,0.4472,4.5117,4.9883,18,4.2222,0.4278,4.0095,4.435,18,4.6111,0.5016,4.3617,4.8606,21,4.2381,0.4364,4.0394,4.4368,Kruskal-Wallis,26.1587,0.0001,***,Mann-Whitney U,0.0,0.0,272.5,0.5266,0.2371,0.8162,1.2056,0.0015,**,Mann-Whitney U,0.0,0.0,170.0,0.0119,-0.2872,0.3111,0.027,0.9507,,Mann-Whitney U,0.0,0.0,291.0,0.5397,0.2585,0.8209,1.2479,0.001,***,Mann-Whitney U,0.0,0.0,217.5,0.1508,-0.1577,0.4593,0.3225,0.3239,,Mann-Whitney U,0.0,0.0,336.0,0.5238,0.2516,0.796,1.2002,0.0008,***,Mann-Whitney U,0.0,0.0,66.0,-0.5147,-0.8291,-0.2003,-1.1642,0.0038,**,Mann-Whitney U,0.0,0.0,155.0,0.0131,-0.2847,0.3109,0.0302,0.9458,,Mann-Whitney U,0.0,0.0,95.5,-0.3758,-0.699,-0.0526,-0.7971,0.0282,*,Mann-Whitney U,0.0,0.0,178.0,-0.0028,-0.2924,0.2868,-0.0064,1.0,,Mann-Whitney U,0.0,0.0,220.0,0.5278,0.2208,0.8348,1.2077,0.0026,**,Mann-Whitney U,0.0,0.0,164.0,0.1389,-0.1926,0.4704,0.2912,0.4066,,Mann-Whitney U,0.0,0.0,254.0,0.5119,0.2128,0.8111,1.1606,0.0024,**,Mann-Whitney U,0.0,0.0,99.0,-0.3889,-0.705,-0.0728,-0.8342,0.0206,*,Mann-Whitney U,0.0,0.0,186.0,-0.0159,-0.2971,0.2653,-0.0367,0.9231,,Mann-Whitney U,0.0,0.0,259.5,0.373,0.0645,0.6815,0.7979,0.0207,*
RAF_Critic,CX,21,3.9524,0.2182,3.853,4.0517,17,3.8235,0.393,3.6215,4.0256,16,3.9375,0.25,3.8043,4.0707,18,4.0,0.343,3.8294,4.1706,18,4.0,0.0,4.0,4.0,21,4.0,0.3162,3.8561,4.1439,Kruskal-Wallis,5.2031,0.3916,,Mann-Whitney U,0.0,0.0,201.5,0.1289,-0.0911,0.3488,0.4179,0.2141,,Mann-Whitney U,0.0,0.0,170.5,0.0149,-0.1456,0.1754,0.064,0.8756,,Mann-Whitney U,0.0,0.0,180.5,-0.0476,-0.2398,0.1446,-0.1686,0.6257,,Mann-Whitney U,0.0,,180.0,-0.0476,-0.147,0.0517,-0.2968,0.3819,,Mann-Whitney U,0.0,0.0,210.5,-0.0476,-0.2177,0.1225,-0.1753,0.5925,,Mann-Whitney U,0.0,0.0,120.5,-0.114,-0.3477,0.1197,-0.3437,0.3394,,Mann-Whitney U,0.0,0.0,127.5,-0.1765,-0.4311,0.0782,-0.4795,0.1744,,Mann-Whitney U,0.0,,126.0,-0.1765,-0.3785,0.0256,-0.645,0.0714,,Mann-Whitney U,0.0,0.0,148.5,-0.1765,-0.4166,0.0637,-0.5008,0.1399,,Mann-Whitney U,0.0,0.0,135.5,-0.0625,-0.2709,0.1459,-0.2063,0.5747,,Mann-Whitney U,0.0,,135.0,-0.0625,-0.1957,0.0707,-0.3651,0.3165,,Mann-Whitney U,0.0,0.0,158.0,-0.0625,-0.2515,0.1265,-0.2157,0.5384,,Mann-Whitney U,0.0,,162.0,0.0,-0.1706,0.1706,0.0,1.0,,Mann-Whitney U,0.0,0.0,189.0,0.0,-0.2158,0.2158,0.0,1.0,,Mann-Whitney U,,0.0,189.0,0.0,-0.1439,0.1439,0.0,1.0,
RAF_Critic,OV,21,4.2936,0.1041,4.2462,4.341,17,4.1569,0.2463,4.0302,4.2835,16,4.3021,0.125,4.2355,4.3687,18,4.213,0.1964,4.1153,4.3107,18,4.287,0.1115,4.2316,4.3425,21,4.2143,0.2051,4.1209,4.3077,Kruskal-Wallis,12.9031,0.0243,*,Mann-Whitney U,0.0,0.4176,256.0,0.1368,0.0037,0.2698,0.753,0.0153,*,Mann-Whitney U,0.0,0.0042,160.5,-0.0084,-0.0875,0.0706,-0.0743,0.7953,,Mann-Whitney U,0.0,0.0214,260.0,0.0807,-0.0256,0.1869,0.5252,0.0333,*,Mann-Whitney U,0.0,0.001,203.5,0.0066,-0.0639,0.0771,0.0614,0.6476,,Mann-Whitney U,0.0,0.0131,295.0,0.0793,-0.0232,0.1819,0.4878,0.0449,*,Mann-Whitney U,0.4176,0.0042,76.5,-0.1452,-0.2843,-0.0061,-0.7365,0.0259,*,Mann-Whitney U,0.4176,0.0214,136.5,-0.0561,-0.2103,0.0981,-0.2527,0.5735,,Mann-Whitney U,0.4176,0.001,94.0,-0.1302,-0.2655,0.0052,-0.6878,0.0413,*,Mann-Whitney U,0.4176,0.0131,153.5,-0.0574,-0.2096,0.0948,-0.256,0.4448,,Mann-Whitney U,0.0042,0.0214,198.0,0.0891,-0.0251,0.2033,0.5342,0.0515,,Mann-Whitney U,0.0042,0.001,159.5,0.015,-0.0683,0.0984,0.1274,0.5626,,Mann-Whitney U,0.0042,0.0131,225.5,0.0878,-0.0232,0.1987,0.5007,0.0641,,Mann-Whitney U,0.0214,0.001,110.0,-0.0741,-0.1833,0.0352,-0.4637,0.0798,,Mann-Whitney U,0.0214,0.0131,180.5,-0.0013,-0.1318,0.1292,-0.0066,0.8056,,Mann-Whitney U,0.001,0.0131,241.5,0.0727,-0.033,0.1785,0.4312,0.115,
AVL_NoCritic,RE,25,5.0,0.0,5.0,5.0,27,4.8148,0.3958,4.6582,4.9714,23,5.0,0.0,5.0,5.0,17,4.8235,0.393,4.6215,5.0256,19,5.0,0.0,5.0,5.0,24,4.875,0.3378,4.7323,5.0177,Kruskal-Wallis,12.3877,0.0298,*,Mann-Whitney U,,0.0,400.0,0.1852,0.0286,0.3418,0.6487,0.0262,*,Mann-Whitney U,,,287.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,250.0,0.1765,-0.0256,0.3785,0.7101,0.0336,*,Mann-Whitney U,,,237.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,337.5,0.125,-0.0177,0.2677,0.5289,0.0748,,Mann-Whitney U,0.0,,253.0,-0.1852,-0.3418,-0.0286,-0.6356,0.0328,*,Mann-Whitney U,0.0,0.0,227.5,-0.0087,-0.2566,0.2391,-0.0221,0.9568,,Mann-Whitney U,0.0,,209.0,-0.1852,-0.3418,-0.0286,-0.6086,0.0518,,Mann-Whitney U,0.0,0.0,304.5,-0.0602,-0.2667,0.1463,-0.1628,0.5693,,Mann-Whitney U,,0.0,230.0,0.1765,-0.0256,0.3785,0.6921,0.0415,*,Mann-Whitney U,,,218.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,310.5,0.125,-0.0177,0.2677,0.5175,0.0875,,Mann-Whitney U,0.0,,133.0,-0.1765,-0.3785,0.0256,-0.6547,0.0639,,Mann-Whitney U,0.0,0.0,193.5,-0.0515,-0.2913,0.1884,-0.1424,0.6656,,Mann-Whitney U,,0.0,256.5,0.125,-0.0177,0.2677,0.494,0.1208,
AVL_NoCritic,CH,25,5.0,0.0,5.0,5.0,27,4.7037,0.4653,4.5196,4.8878,23,4.913,0.2881,4.7885,5.0376,17,4.6471,0.4926,4.3938,4.9003,19,4.9474,0.2294,4.8368,5.0579,24,4.8333,0.3807,4.6726,4.9941,Kruskal-Wallis,15.9785,0.0069,**,Mann-Whitney U,,0.0,437.5,0.2963,0.1122,0.4804,0.883,0.0036,**,Mann-Whitney U,,0.0,312.5,0.087,-0.0376,0.2115,0.4364,0.1441,,Mann-Whitney U,,0.0,287.5,0.3529,0.0997,0.6062,1.1329,0.0016,**,Mann-Whitney U,,0.0,250.0,0.0526,-0.0579,0.1632,0.3504,0.2708,,Mann-Whitney U,,0.0,350.0,0.1667,0.0059,0.3274,0.6258,0.0369,*,Mann-Whitney U,0.0,0.0,245.5,-0.2093,-0.4267,0.008,-0.5312,0.07,,Mann-Whitney U,0.0,0.0,242.5,0.0566,-0.2472,0.3605,0.119,0.7089,,Mann-Whitney U,0.0,0.0,194.0,-0.2437,-0.4536,-0.0338,-0.6302,0.0442,*,Mann-Whitney U,0.0,0.0,282.0,-0.1296,-0.3679,0.1087,-0.3031,0.2865,,Mann-Whitney U,0.0,0.0,247.5,0.266,-0.01,0.542,0.6863,0.042,*,Mann-Whitney U,0.0,0.0,211.0,-0.0343,-0.1957,0.1271,-0.1304,0.6918,,Mann-Whitney U,0.0,0.0,298.0,0.0797,-0.1184,0.2778,0.2354,0.4287,,Mann-Whitney U,0.0,0.0,113.0,-0.3003,-0.571,-0.0296,-0.7968,0.0266,*,Mann-Whitney U,0.0,0.0,166.0,-0.1863,-0.4778,0.1053,-0.4331,0.1823,,Mann-Whitney U,0.0,0.0,254.0,0.114,-0.0759,0.3039,0.3529,0.2615,
AVL_NoCritic,EM,25,4.2,0.4082,4.0315,4.3685,27,4.4074,0.5007,4.2093,4.6055,23,4.3478,0.487,4.1372,4.5584,17,4.3529,0.4926,4.0997,4.6062,19,4.3158,0.4776,4.0856,4.546,24,4.4583,0.509,4.2434,4.6733,Kruskal-Wallis,4.1777,0.5241,,Mann-Whitney U,0.0,0.0,267.5,-0.2074,-0.4612,0.0464,-0.4522,0.1114,,Mann-Whitney U,0.0,0.0,245.0,-0.1478,-0.4106,0.1149,-0.3302,0.2602,,Mann-Whitney U,0.0,0.0,180.0,-0.1529,-0.4484,0.1426,-0.3445,0.2817,,Mann-Whitney U,0.0,0.0,210.0,-0.1158,-0.3931,0.1615,-0.2636,0.3938,,Mann-Whitney U,0.0,0.0,222.5,-0.2583,-0.5246,0.008,-0.5612,0.058,,Mann-Whitney U,0.0,0.0,329.0,0.0596,-0.222,0.3412,0.1205,0.6769,,Mann-Whitney U,0.0,0.0,242.0,0.0545,-0.2573,0.3662,0.1095,0.7317,,Mann-Whitney U,0.0,0.0,280.0,0.0916,-0.2033,0.3865,0.1865,0.5395,,Mann-Whitney U,0.0,0.0,307.5,-0.0509,-0.3358,0.234,-0.1009,0.7249,,Mann-Whitney U,0.0,0.0,194.5,-0.0051,-0.3236,0.3134,-0.0105,0.9868,,Mann-Whitney U,0.0,0.0,225.5,0.032,-0.2702,0.3342,0.0664,0.8406,,Mann-Whitney U,0.0,0.0,245.5,-0.1105,-0.4031,0.1821,-0.2217,0.4527,,Mann-Whitney U,0.0,0.0,167.5,0.0372,-0.2925,0.3668,0.0766,0.831,,Mann-Whitney U,0.0,0.0,182.5,-0.1054,-0.4267,0.2159,-0.2098,0.515,,Mann-Whitney U,0.0,0.0,195.5,-0.1425,-0.4478,0.1627,-0.2877,0.3556,
AVL_NoCritic,SU,25,3.08,0.2769,2.9657,3.1943,27,2.963,0.1925,2.8868,3.0391,23,3.2174,0.4217,3.035,3.3998,17,3.0,0.0,3.0,3.0,19,3.0,0.0,3.0,3.0,24,3.0417,0.2041,2.9555,3.1279,Kruskal-Wallis,14.9789,0.0105,*,Mann-Whitney U,0.0,0.0,376.0,0.117,-0.0174,0.2514,0.4943,0.085,,Mann-Whitney U,0.0,0.0,248.0,-0.1374,-0.3479,0.0731,-0.3885,0.1881,,Mann-Whitney U,0.0,,229.5,0.08,-0.0343,0.1943,0.373,0.2518,,Mann-Whitney U,0.0,,256.5,0.08,-0.0343,0.1943,0.3822,0.2245,,Mann-Whitney U,0.0,0.0,311.5,0.0383,-0.1013,0.178,0.1571,0.5963,,Mann-Whitney U,0.0,0.0,234.0,-0.2544,-0.4494,-0.0595,-0.7983,0.0087,**,Mann-Whitney U,0.0,,221.0,-0.037,-0.1132,0.0391,-0.2446,0.4552,,Mann-Whitney U,0.0,,247.0,-0.037,-0.1132,0.0391,-0.2504,0.4268,,Mann-Whitney U,0.0,0.0,299.0,-0.0787,-0.1908,0.0334,-0.3975,0.1692,,Mann-Whitney U,0.0,,238.0,0.2174,0.035,0.3998,0.6774,0.0449,*,Mann-Whitney U,0.0,,266.0,0.2174,0.035,0.3998,0.695,0.0343,*,Mann-Whitney U,0.0,0.0,324.5,0.1757,-0.0226,0.3741,0.5341,0.0772,,Mann-Whitney U,,,161.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,195.5,-0.0417,-0.1279,0.0445,-0.2658,0.4283,,Mann-Whitney U,,0.0,218.5,-0.0417,-0.1279,0.0445,-0.2725,0.3993,
AVL_NoCritic,EG,25,4.88,0.3317,4.7431,5.0169,27,4.2963,0.4653,4.1122,4.4804,23,4.6957,0.4705,4.4922,4.8991,17,4.4706,0.5145,4.2061,4.7351,19,4.7368,0.4524,4.5188,4.9549,24,4.375,0.4945,4.1662,4.5838,Kruskal-Wallis,25.9149,0.0001,***,Mann-Whitney U,0.0,0.0,534.5,0.5837,0.3595,0.8079,1.4353,0.0,***,Mann-Whitney U,0.0,0.0,340.5,0.1843,-0.0551,0.4238,0.4563,0.1236,,Mann-Whitney U,0.0,0.0,299.5,0.4094,0.1184,0.7005,0.9875,0.0046,**,Mann-Whitney U,0.0,0.0,271.5,0.1432,-0.1078,0.3941,0.3689,0.2349,,Mann-Whitney U,0.0,0.0,451.5,0.505,0.2609,0.7491,1.2043,0.0003,***,Mann-Whitney U,0.0,0.0,186.5,-0.3994,-0.6666,-0.1321,-0.8539,0.0055,**,Mann-Whitney U,0.0,0.0,189.5,-0.1743,-0.4873,0.1387,-0.3596,0.2533,,Mann-Whitney U,0.0,0.0,143.5,-0.4405,-0.7177,-0.1634,-0.9575,0.0037,**,Mann-Whitney U,0.0,0.0,298.5,-0.0787,-0.3501,0.1927,-0.1642,0.5635,,Mann-Whitney U,0.0,0.0,239.5,0.2251,-0.098,0.5481,0.4598,0.1609,,Mann-Whitney U,0.0,0.0,209.5,-0.0412,-0.3301,0.2477,-0.0891,0.7837,,Mann-Whitney U,0.0,0.0,364.5,0.3207,0.0371,0.6042,0.664,0.0303,*,Mann-Whitney U,0.0,0.0,118.5,-0.2663,-0.5968,0.0643,-0.5517,0.1109,,Mann-Whitney U,0.0,0.0,223.5,0.0956,-0.2307,0.4219,0.1901,0.5558,,Mann-Whitney U,0.0,0.0,310.5,0.3618,0.0692,0.6544,0.7594,0.0203,*
AVL_NoCritic,CX,25,4.0,0.0,4.0,4.0,27,3.963,0.3376,3.8294,4.0965,23,4.0,0.3015,3.8696,4.1304,17,4.0588,0.2425,3.9341,4.1835,19,4.0,0.0,4.0,4.0,24,4.0417,0.2041,3.9555,4.1279,Kruskal-Wallis,2.4819,0.7792,,Mann-Whitney U,,0.0,350.0,0.037,-0.0965,0.1706,0.1521,0.5865,,Mann-Whitney U,,0.0,287.5,0.0,-0.1304,0.1304,0.0,1.0,,Mann-Whitney U,,0.0,200.0,-0.0588,-0.1835,0.0659,-0.3835,0.2444,,Mann-Whitney U,,,237.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,287.5,-0.0417,-0.1279,0.0445,-0.2918,0.3272,,Mann-Whitney U,0.0,0.0,299.5,-0.037,-0.2188,0.1447,-0.1152,0.6945,,Mann-Whitney U,0.0,0.0,208.5,-0.0959,-0.2728,0.0811,-0.3144,0.3217,,Mann-Whitney U,0.0,,247.0,-0.037,-0.1706,0.0965,-0.1427,0.639,,Mann-Whitney U,0.0,0.0,299.5,-0.0787,-0.2343,0.0769,-0.2782,0.3312,,Mann-Whitney U,0.0,0.0,184.5,-0.0588,-0.2332,0.1155,-0.2114,0.5293,,Mann-Whitney U,0.0,,218.5,0.0,-0.1304,0.1304,0.0,1.0,,Mann-Whitney U,0.0,0.0,265.0,-0.0417,-0.1943,0.111,-0.1625,0.5979,,Mann-Whitney U,0.0,,171.0,0.0588,-0.0659,0.1835,0.3536,0.3166,,Mann-Whitney U,0.0,0.0,207.5,0.0172,-0.1299,0.1642,0.0777,0.8315,,Mann-Whitney U,,0.0,218.5,-0.0417,-0.1279,0.0445,-0.2725,0.3993,
AVL_NoCritic,OV,25,4.36,0.1147,4.3126,4.4073,27,4.1914,0.1711,4.1237,4.2591,23,4.3623,0.2111,4.271,4.4536,17,4.2255,0.166,4.1401,4.3109,19,4.3333,0.1242,4.2735,4.3932,24,4.2708,0.1689,4.1995,4.3422,Kruskal-Wallis,20.9102,0.0008,***,Mann-Whitney U,0.0,0.0031,537.5,0.1686,0.0878,0.2494,1.149,0.0001,***,Mann-Whitney U,0.0,0.0286,292.0,-0.0023,-0.1033,0.0986,-0.0139,0.9271,,Mann-Whitney U,0.0,0.0388,307.0,0.1345,0.0393,0.2297,0.9778,0.0065,**,Mann-Whitney U,0.0,0.0021,256.5,0.0267,-0.0475,0.1008,0.2243,0.609,,Mann-Whitney U,0.0,0.0002,417.5,0.0891,0.0055,0.1728,0.6199,0.0122,*,Mann-Whitney U,0.0031,0.0286,172.5,-0.171,-0.2819,-0.06,-0.8974,0.0053,**,Mann-Whitney U,0.0031,0.0388,208.5,-0.0341,-0.1397,0.0715,-0.2017,0.6024,,Mann-Whitney U,0.0031,0.0021,132.0,-0.142,-0.2297,-0.0542,-0.9238,0.0034,**,Mann-Whitney U,0.0031,0.0002,262.5,-0.0795,-0.1753,0.0164,-0.4673,0.2093,,Mann-Whitney U,0.0286,0.0388,265.5,0.1368,0.016,0.2576,0.7074,0.0492,*,Mann-Whitney U,0.0286,0.0021,233.0,0.029,-0.0773,0.1353,0.1635,0.711,,Mann-Whitney U,0.0286,0.0002,352.0,0.0915,-0.0214,0.2043,0.4796,0.0929,,Mann-Whitney U,0.0388,0.0021,102.5,-0.1078,-0.2087,-0.007,-0.7416,0.0505,,Mann-Whitney U,0.0388,0.0002,182.0,-0.0454,-0.153,0.0623,-0.2704,0.545,,Mann-Whitney U,0.0021,0.0002,291.0,0.0625,-0.0279,0.1528,0.414,0.1032,
