Method,Metric,Curve_1_N,Curve_1_Mean,Curve_1_SD,Curve_1_CI95_Lower,Curve_1_CI95_Upper,Curve_2_N,Curve_2_Mean,Curve_2_SD,Curve_2_CI95_Lower,Curve_2_CI95_Upper,Curve_3_N,Curve_3_Mean,Curve_3_SD,Curve_3_CI95_Lower,Curve_3_CI95_Upper,Curve_4_N,Curve_4_Mean,Curve_4_SD,Curve_4_CI95_Lower,Curve_4_CI95_Upper,Curve_5_N,Curve_5_Mean,Curve_5_SD,Curve_5_CI95_Lower,Curve_5_CI95_Upper,Curve_6_N,Curve_6_Mean,Curve_6_SD,Curve_6_CI95_Lower,Curve_6_CI95_Upper,Omnibus_Test,Omnibus_Stat,Omnibus_p,Omnibus_Sig,Curve_1_vs_Curve_2_Test,Curve_1_vs_Curve_2_SW_p_A,Curve_1_vs_Curve_2_SW_p_B,Curve_1_vs_Curve_2_Stat,Curve_1_vs_Curve_2_Mean_Diff,Curve_1_vs_Curve_2_CI95_Lower,Curve_1_vs_Curve_2_CI95_Upper,Curve_1_vs_Curve_2_Cohen_d,Curve_1_vs_Curve_2_p_raw,Curve_1_vs_Curve_2_Sig_raw,Curve_1_vs_Curve_3_Test,Curve_1_vs_Curve_3_SW_p_A,Curve_1_vs_Curve_3_SW_p_B,Curve_1_vs_Curve_3_Stat,Curve_1_vs_Curve_3_Mean_Diff,Curve_1_vs_Curve_3_CI95_Lower,Curve_1_vs_Curve_3_CI95_Upper,Curve_1_vs_Curve_3_Cohen_d,Curve_1_vs_Curve_3_p_raw,Curve_1_vs_Curve_3_Sig_raw,Curve_1_vs_Curve_4_Test,Curve_1_vs_Curve_4_SW_p_A,Curve_1_vs_Curve_4_SW_p_B,Curve_1_vs_Curve_4_Stat,Curve_1_vs_Curve_4_Mean_Diff,Curve_1_vs_Curve_4_CI95_Lower,Curve_1_vs_Curve_4_CI95_Upper,Curve_1_vs_Curve_4_Cohen_d,Curve_1_vs_Curve_4_p_raw,Curve_1_vs_Curve_4_Sig_raw,Curve_1_vs_Curve_5_Test,Curve_1_vs_Curve_5_SW_p_A,Curve_1_vs_Curve_5_SW_p_B,Curve_1_vs_Curve_5_Stat,Curve_1_vs_Curve_5_Mean_Diff,Curve_1_vs_Curve_5_CI95_Lower,Curve_1_vs_Curve_5_CI95_Upper,Curve_1_vs_Curve_5_Cohen_d,Curve_1_vs_Curve_5_p_raw,Curve_1_vs_Curve_5_Sig_raw,Curve_1_vs_Curve_6_Test,Curve_1_vs_Curve_6_SW_p_A,Curve_1_vs_Curve_6_SW_p_B,Curve_1_vs_Curve_6_Stat,Curve_1_vs_Curve_6_Mean_Diff,Curve_1_vs_Curve_6_CI95_Lower,Curve_1_vs_Curve_6_CI95_Upper,Curve_1_vs_Curve_6_Cohen_d,Curve_1_vs_Curve_6_p_raw,Curve_1_vs_Curve_6_Sig_raw,Curve_2_vs_Curve_3_Test,Curve_2_vs_Curve_3_SW_p_A,Curve_2_vs_Curve_3_SW_p_B,Curve_2_vs_Curve_3_Stat,Curve_2_vs_Curve_3_Mean_Diff,Curve_2_vs_Curve_3_CI95_Lower,Curve_2_vs_Curve_3_CI95_Upper,Curve_2_vs_Curve_3_Cohen_d,Curve_2_vs_Curve_3_p_raw,Curve_2_vs_Curve_3_Sig_raw,Curve_2_vs_Curve_4_Test,Curve_2_vs_Curve_4_SW_p_A,Curve_2_vs_Curve_4_SW_p_B,Curve_2_vs_Curve_4_Stat,Curve_2_vs_Curve_4_Mean_Diff,Curve_2_vs_Curve_4_CI95_Lower,Curve_2_vs_Curve_4_CI95_Upper,Curve_2_vs_Curve_4_Cohen_d,Curve_2_vs_Curve_4_p_raw,Curve_2_vs_Curve_4_Sig_raw,Curve_2_vs_Curve_5_Test,Curve_2_vs_Curve_5_SW_p_A,Curve_2_vs_Curve_5_SW_p_B,Curve_2_vs_Curve_5_Stat,Curve_2_vs_Curve_5_Mean_Diff,Curve_2_vs_Curve_5_CI95_Lower,Curve_2_vs_Curve_5_CI95_Upper,Curve_2_vs_Curve_5_Cohen_d,Curve_2_vs_Curve_5_p_raw,Curve_2_vs_Curve_5_Sig_raw,Curve_2_vs_Curve_6_Test,Curve_2_vs_Curve_6_SW_p_A,Curve_2_vs_Curve_6_SW_p_B,Curve_2_vs_Curve_6_Stat,Curve_2_vs_Curve_6_Mean_Diff,Curve_2_vs_Curve_6_CI95_Lower,Curve_2_vs_Curve_6_CI95_Upper,Curve_2_vs_Curve_6_Cohen_d,Curve_2_vs_Curve_6_p_raw,Curve_2_vs_Curve_6_Sig_raw,Curve_3_vs_Curve_4_Test,Curve_3_vs_Curve_4_SW_p_A,Curve_3_vs_Curve_4_SW_p_B,Curve_3_vs_Curve_4_Stat,Curve_3_vs_Curve_4_Mean_Diff,Curve_3_vs_Curve_4_CI95_Lower,Curve_3_vs_Curve_4_CI95_Upper,Curve_3_vs_Curve_4_Cohen_d,Curve_3_vs_Curve_4_p_raw,Curve_3_vs_Curve_4_Sig_raw,Curve_3_vs_Curve_5_Test,Curve_3_vs_Curve_5_SW_p_A,Curve_3_vs_Curve_5_SW_p_B,Curve_3_vs_Curve_5_Stat,Curve_3_vs_Curve_5_Mean_Diff,Curve_3_vs_Curve_5_CI95_Lower,Curve_3_vs_Curve_5_CI95_Upper,Curve_3_vs_Curve_5_Cohen_d,Curve_3_vs_Curve_5_p_raw,Curve_3_vs_Curve_5_Sig_raw,Curve_3_vs_Curve_6_Test,Curve_3_vs_Curve_6_SW_p_A,Curve_3_vs_Curve_6_SW_p_B,Curve_3_vs_Curve_6_Stat,Curve_3_vs_Curve_6_Mean_Diff,Curve_3_vs_Curve_6_CI95_Lower,Curve_3_vs_Curve_6_CI95_Upper,Curve_3_vs_Curve_6_Cohen_d,Curve_3_vs_Curve_6_p_raw,Curve_3_vs_Curve_6_Sig_raw,Curve_4_vs_Curve_5_Test,Curve_4_vs_Curve_5_SW_p_A,Curve_4_vs_Curve_5_SW_p_B,Curve_4_vs_Curve_5_Stat,Curve_4_vs_Curve_5_Mean_Diff,Curve_4_vs_Curve_5_CI95_Lower,Curve_4_vs_Curve_5_CI95_Upper,Curve_4_vs_Curve_5_Cohen_d,Curve_4_vs_Curve_5_p_raw,Curve_4_vs_Curve_5_Sig_raw,Curve_4_vs_Curve_6_Test,Curve_4_vs_Curve_6_SW_p_A,Curve_4_vs_Curve_6_SW_p_B,Curve_4_vs_Curve_6_Stat,Curve_4_vs_Curve_6_Mean_Diff,Curve_4_vs_Curve_6_CI95_Lower,Curve_4_vs_Curve_6_CI95_Upper,Curve_4_vs_Curve_6_Cohen_d,Curve_4_vs_Curve_6_p_raw,Curve_4_vs_Curve_6_Sig_raw,Curve_5_vs_Curve_6_Test,Curve_5_vs_Curve_6_SW_p_A,Curve_5_vs_Curve_6_SW_p_B,Curve_5_vs_Curve_6_Stat,Curve_5_vs_Curve_6_Mean_Diff,Curve_5_vs_Curve_6_CI95_Lower,Curve_5_vs_Curve_6_CI95_Upper,Curve_5_vs_Curve_6_Cohen_d,Curve_5_vs_Curve_6_p_raw,Curve_5_vs_Curve_6_Sig_raw
RAF_Critic,SU,9,3.8889,0.3333,3.6327,4.1451,9,3.1667,0.3536,2.8949,3.4384,9,3.7778,0.441,3.4388,4.1167,9,3.4444,0.527,3.0393,3.8496,9,3.6667,0.5,3.2823,4.051,9,3.4444,0.527,3.0393,3.8496,Kruskal-Wallis,12.951,0.0238,*,Mann-Whitney U,0.0,0.0,71.5,0.7222,0.3788,1.0657,2.102,0.0024,**,Mann-Whitney U,0.0,0.0,45.0,0.1111,-0.2819,0.5041,0.2843,0.5848,,Mann-Whitney U,0.0,0.0004,58.5,0.4444,-0.0029,0.8918,1.0079,0.0588,,Mann-Whitney U,0.0,0.0002,49.5,0.2222,-0.2076,0.652,0.523,0.298,,Mann-Whitney U,0.0,0.0004,58.5,0.4444,-0.0029,0.8918,1.0079,0.0588,,Mann-Whitney U,0.0,0.0,14.5,-0.6111,-1.012,-0.2102,-1.5291,0.0113,*,Mann-Whitney U,0.0,0.0004,29.5,-0.2778,-0.7315,0.176,-0.619,0.2623,,Mann-Whitney U,0.0,0.0002,19.5,-0.5,-0.9367,-0.0633,-1.1547,0.0394,*,Mann-Whitney U,0.0,0.0004,29.5,-0.2778,-0.7315,0.176,-0.619,0.2623,,Mann-Whitney U,0.0,0.0004,54.0,0.3333,-0.1535,0.8202,0.686,0.1747,,Mann-Whitney U,0.0,0.0002,45.0,0.1111,-0.3606,0.5828,0.2357,0.6494,,Mann-Whitney U,0.0,0.0004,54.0,0.3333,-0.1535,0.8202,0.686,0.1747,,Mann-Whitney U,0.0004,0.0002,31.5,-0.2222,-0.7357,0.2913,-0.4326,0.3839,,Mann-Whitney U,0.0004,0.0004,40.5,0.0,-0.5267,0.5267,0.0,1.0,,Mann-Whitney U,0.0002,0.0004,49.5,0.2222,-0.2913,0.7357,0.4326,0.3839,
RAF_Critic,EG,9,4.5,0.5,4.1157,4.8843,9,4.0,0.0,4.0,4.0,9,4.6667,0.5,4.2823,5.051,9,4.3333,0.5,3.949,4.7177,9,4.5556,0.527,4.1504,4.9607,9,4.2778,0.441,3.9388,4.6167,Kruskal-Wallis,10.9275,0.0528,,Mann-Whitney U,0.003,,63.0,0.5,0.1157,0.8843,1.4142,0.0132,*,Mann-Whitney U,0.003,0.0002,33.0,-0.1667,-0.6663,0.333,-0.3333,0.4817,,Mann-Whitney U,0.003,0.0002,48.0,0.1667,-0.333,0.6663,0.3333,0.4817,,Mann-Whitney U,0.003,0.0004,38.0,-0.0556,-0.569,0.4579,-0.1081,0.8424,,Mann-Whitney U,0.003,0.0005,50.5,0.2222,-0.2495,0.6939,0.4714,0.3461,,Mann-Whitney U,,0.0002,13.5,-0.6667,-1.051,-0.2823,-1.8856,0.0042,**,Mann-Whitney U,,0.0002,27.0,-0.3333,-0.7177,0.051,-0.9428,0.0758,,Mann-Whitney U,,0.0004,18.0,-0.5556,-0.9607,-0.1504,-1.4907,0.0124,*,Mann-Whitney U,,0.0005,27.0,-0.2778,-0.6167,0.0612,-0.8909,0.0769,,Mann-Whitney U,0.0002,0.0002,54.0,0.3333,-0.1663,0.833,0.6667,0.1857,,Mann-Whitney U,0.0002,0.0004,45.0,0.1111,-0.4024,0.6246,0.2163,0.6762,,Mann-Whitney U,0.0002,0.0005,57.0,0.3889,-0.0828,0.8606,0.825,0.1118,,Mann-Whitney U,0.0002,0.0004,31.5,-0.2222,-0.7357,0.2913,-0.4326,0.3839,,Mann-Whitney U,0.0002,0.0005,42.0,0.0556,-0.4161,0.5272,0.1179,0.915,,Mann-Whitney U,0.0004,0.0005,52.0,0.2778,-0.209,0.7646,0.5717,0.2689,
RAF_Critic,CX,9,4.0556,0.1667,3.9274,4.1837,9,4.0556,0.1667,3.9274,4.1837,9,3.8889,0.3333,3.6327,4.1451,9,4.0,0.0,4.0,4.0,9,4.0,0.0,4.0,4.0,9,4.1111,0.3333,3.8549,4.3673,Kruskal-Wallis,4.9482,0.4222,,Mann-Whitney U,0.0,0.0,40.5,0.0,-0.1666,0.1666,0.0,1.0,,Mann-Whitney U,0.0,0.0,49.0,0.1667,-0.1046,0.4379,0.6325,0.1958,,Mann-Whitney U,0.0,,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,0.0,,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,0.0,0.0,40.0,-0.0556,-0.3268,0.2157,-0.2108,1.0,,Mann-Whitney U,0.0,0.0,49.0,0.1667,-0.1046,0.4379,0.6325,0.1958,,Mann-Whitney U,0.0,,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,0.0,,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,0.0,0.0,40.0,-0.0556,-0.3268,0.2157,-0.2108,1.0,,Mann-Whitney U,0.0,,36.0,-0.1111,-0.3673,0.1451,-0.4714,0.3741,,Mann-Whitney U,0.0,,36.0,-0.1111,-0.3673,0.1451,-0.4714,0.3741,,Mann-Whitney U,0.0,0.0,32.0,-0.2222,-0.5553,0.1109,-0.6667,0.1958,,Mann-Whitney U,,,40.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,36.0,-0.1111,-0.3673,0.1451,-0.4714,0.3741,,Mann-Whitney U,,0.0,36.0,-0.1111,-0.3673,0.1451,-0.4714,0.3741,
RAF_Critic,OV,9,4.3963,0.116,4.3071,4.4855,9,4.0926,0.147,3.9796,4.2056,9,4.3593,0.2697,4.152,4.5665,9,4.2222,0.2357,4.041,4.4034,9,4.3333,0.2205,4.1639,4.5028,9,4.213,0.2538,4.0179,4.4081,Kruskal-Wallis,11.1358,0.0488,*,Mann-Whitney U,0.0462,0.0005,75.5,0.3037,0.1708,0.4366,2.2939,0.0016,**,Mann-Whitney U,0.0462,0.0457,37.0,0.037,-0.1787,0.2527,0.1784,0.7803,,Mann-Whitney U,0.0462,0.0108,57.0,0.1741,-0.0173,0.3655,0.9371,0.1409,,Mann-Whitney U,0.0462,0.0048,43.0,0.063,-0.1178,0.2437,0.3574,0.8493,,Mann-Whitney U,0.0462,0.0417,59.0,0.1833,-0.021,0.3876,0.9289,0.1049,,Mann-Whitney U,0.0005,0.0457,16.0,-0.2667,-0.489,-0.0443,-1.2279,0.0278,*,Mann-Whitney U,0.0005,0.0108,27.5,-0.1296,-0.329,0.0698,-0.66,0.223,,Mann-Whitney U,0.0005,0.0048,15.5,-0.2407,-0.4303,-0.0512,-1.2849,0.0217,*,Mann-Whitney U,0.0005,0.0417,29.0,-0.1204,-0.3319,0.0911,-0.5804,0.2848,,Mann-Whitney U,0.0457,0.0108,52.5,0.137,-0.1164,0.3905,0.5411,0.2899,,Mann-Whitney U,0.0457,0.0048,43.5,0.0259,-0.221,0.2729,0.1052,0.813,,Mann-Whitney U,0.0457,0.0417,52.5,0.1463,-0.1155,0.4081,0.5586,0.2992,,Mann-Whitney U,0.0108,0.0048,29.5,-0.1111,-0.3393,0.117,-0.4869,0.3216,,Mann-Whitney U,0.0108,0.0417,41.5,0.0092,-0.2356,0.2541,0.0377,0.9629,,Mann-Whitney U,0.0048,0.0417,52.5,0.1204,-0.1176,0.3583,0.5062,0.2907,
AVL_NoCritic,RE,9,5.0,0.0,5.0,5.0,9,4.6667,0.3536,4.3949,4.9384,9,5.0,0.0,5.0,5.0,9,4.5,0.433,4.1672,4.8328,9,4.9444,0.1667,4.8163,5.0726,9,4.7778,0.2635,4.5752,4.9803,Kruskal-Wallis,19.2693,0.0017,**,Mann-Whitney U,,0.0235,63.0,0.3333,0.0616,0.6051,1.3333,0.0132,*,Mann-Whitney U,,,40.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0373,67.5,0.5,0.1672,0.8328,1.633,0.0051,**,Mann-Whitney U,,0.0,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,,0.0004,58.5,0.2222,0.0197,0.4248,1.1926,0.0321,*,Mann-Whitney U,0.0235,,18.0,-0.3333,-0.6051,-0.0616,-1.3333,0.0132,*,Mann-Whitney U,0.0235,0.0373,49.5,0.1667,-0.2296,0.563,0.4216,0.4221,,Mann-Whitney U,0.0235,0.0,22.0,-0.2778,-0.5634,0.0078,-1.005,0.0547,,Mann-Whitney U,0.0235,0.0004,34.0,-0.1111,-0.4248,0.2026,-0.3563,0.551,,Mann-Whitney U,,0.0373,67.5,0.5,0.1672,0.8328,1.633,0.0051,**,Mann-Whitney U,,0.0,45.0,0.0556,-0.0726,0.1837,0.4714,0.3741,,Mann-Whitney U,,0.0004,58.5,0.2222,0.0197,0.4248,1.1926,0.0321,*,Mann-Whitney U,0.0373,0.0,16.5,-0.4444,-0.7876,-0.1013,-1.3547,0.0172,*,Mann-Whitney U,0.0373,0.0004,25.5,-0.2778,-0.6422,0.0867,-0.775,0.1652,,Mann-Whitney U,0.0,0.0004,54.0,0.1667,-0.057,0.3903,0.7559,0.1396,
AVL_NoCritic,CH,9,5.0,0.0,5.0,5.0,9,4.2778,1.6223,3.0307,5.5248,9,5.0,0.0,5.0,5.0,9,4.2222,1.6223,2.9752,5.4693,9,4.4444,1.6667,3.1633,5.7256,9,4.3889,1.6541,3.1174,5.6604,Kruskal-Wallis,10.5769,0.0604,,Mann-Whitney U,,0.0,58.5,0.7222,-0.5248,1.9693,0.6296,0.0332,*,Mann-Whitney U,,,40.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0,58.5,0.7778,-0.4693,2.0248,0.678,0.0337,*,Mann-Whitney U,,0.0,45.0,0.5556,-0.7256,1.8367,0.4714,0.3741,,Mann-Whitney U,,0.0,49.5,0.6111,-0.6604,1.8826,0.5225,0.1693,,Mann-Whitney U,0.0,,22.5,-0.7222,-1.9693,0.5248,-0.6296,0.0332,*,Mann-Whitney U,0.0,0.0,42.0,0.0556,-1.5657,1.6768,0.0342,0.9217,,Mann-Whitney U,0.0,0.0,28.5,-0.1667,-1.8103,1.477,-0.1013,0.1969,,Mann-Whitney U,0.0,0.0,32.5,-0.1111,-1.7484,1.5261,-0.0678,0.4265,,Mann-Whitney U,,0.0,58.5,0.7778,-0.4693,2.0248,0.678,0.0337,*,Mann-Whitney U,,0.0,45.0,0.5556,-0.7256,1.8367,0.4714,0.3741,,Mann-Whitney U,,0.0,49.5,0.6111,-0.6604,1.8826,0.5225,0.1693,,Mann-Whitney U,0.0,0.0,28.5,-0.2222,-1.8659,1.4214,-0.1351,0.198,,Mann-Whitney U,0.0,0.0,32.0,-0.1667,-1.8039,1.4706,-0.1017,0.3984,,Mann-Whitney U,0.0,0.0,44.5,0.0556,-1.6037,1.7149,0.0335,0.6339,
AVL_NoCritic,EM,9,4.0,0.0,4.0,4.0,9,4.3333,0.3536,4.0616,4.6051,9,4.4444,0.527,4.0393,4.8496,9,4.1667,0.25,3.9745,4.3588,9,4.1667,0.3536,3.8949,4.4384,9,4.3333,0.3536,4.0616,4.6051,Kruskal-Wallis,8.782,0.1181,,Mann-Whitney U,,0.0235,18.0,-0.3333,-0.6051,-0.0616,-1.3333,0.0132,*,Mann-Whitney U,,0.0004,22.5,-0.4444,-0.8496,-0.0393,-1.1926,0.0321,*,Mann-Whitney U,,0.0002,27.0,-0.1667,-0.3588,0.0255,-0.9428,0.0758,,Mann-Whitney U,,0.0,31.5,-0.1667,-0.4384,0.1051,-0.6667,0.1693,,Mann-Whitney U,,0.0235,18.0,-0.3333,-0.6051,-0.0616,-1.3333,0.0132,*,Mann-Whitney U,0.0235,0.0004,37.0,-0.1111,-0.5649,0.3427,-0.2476,0.7732,,Mann-Whitney U,0.0235,0.0002,51.0,0.1667,-0.1421,0.4754,0.5443,0.3149,,Mann-Whitney U,0.0235,0.0,52.5,0.1667,-0.1867,0.52,0.4714,0.2414,,Mann-Whitney U,0.0235,0.0235,40.5,0.0,-0.3533,0.3533,0.0,1.0,,Mann-Whitney U,0.0004,0.0002,51.0,0.2778,-0.1483,0.7038,0.6734,0.3106,,Mann-Whitney U,0.0004,0.0,51.5,0.2778,-0.176,0.7315,0.619,0.2623,,Mann-Whitney U,0.0004,0.0235,44.0,0.1111,-0.3427,0.5649,0.2476,0.7732,,Mann-Whitney U,0.0002,0.0,43.5,0.0,-0.3088,0.3088,0.0,0.7782,,Mann-Whitney U,0.0002,0.0235,30.0,-0.1667,-0.4754,0.1421,-0.5443,0.3149,,Mann-Whitney U,0.0,0.0235,28.5,-0.1667,-0.52,0.1867,-0.4714,0.2414,
AVL_NoCritic,SU,9,3.8889,0.3333,3.6327,4.1451,9,3.7222,0.3632,3.443,4.0014,9,3.8889,0.3333,3.6327,4.1451,9,3.4444,0.464,3.0878,3.8011,9,3.8704,0.2606,3.6701,4.0707,9,3.8889,0.2205,3.7194,4.0584,Kruskal-Wallis,10.5796,0.0604,,Mann-Whitney U,0.0,0.0077,52.5,0.1667,-0.1819,0.5153,0.4781,0.1969,,Mann-Whitney U,0.0,0.0,40.5,0.0,-0.3331,0.3331,0.0,1.0,,Mann-Whitney U,0.0,0.0119,62.0,0.4444,0.0374,0.8515,1.1002,0.0324,*,Mann-Whitney U,0.0,0.0,44.0,0.0185,-0.2819,0.3189,0.0619,0.6835,,Mann-Whitney U,0.0,0.0,44.0,0.0,-0.286,0.286,0.0,0.6831,,Mann-Whitney U,0.0077,0.0,28.5,-0.1667,-0.5153,0.1819,-0.4781,0.1969,,Mann-Whitney U,0.0077,0.0119,54.5,0.2778,-0.1406,0.6961,0.6667,0.2018,,Mann-Whitney U,0.0077,0.0,32.0,-0.1481,-0.4667,0.1704,-0.4686,0.3966,,Mann-Whitney U,0.0077,0.0,30.5,-0.1667,-0.4722,0.1389,-0.5547,0.3105,,Mann-Whitney U,0.0,0.0119,62.0,0.4444,0.0374,0.8515,1.1002,0.0324,*,Mann-Whitney U,0.0,0.0,44.0,0.0185,-0.2819,0.3189,0.0619,0.6835,,Mann-Whitney U,0.0,0.0,44.0,0.0,-0.286,0.286,0.0,0.6831,,Mann-Whitney U,0.0119,0.0,19.5,-0.4259,-0.8104,-0.0414,-1.1319,0.045,*,Mann-Whitney U,0.0119,0.0,18.5,-0.4444,-0.8196,-0.0693,-1.2236,0.0348,*,Mann-Whitney U,0.0,0.0,39.5,-0.0185,-0.2603,0.2232,-0.0767,0.9515,
AVL_NoCritic,EG,9,4.6667,0.5,4.2823,5.051,9,4.6111,0.4167,4.2908,4.9314,9,4.5556,0.527,4.1504,4.9607,9,4.1667,0.25,3.9745,4.3588,9,4.6111,0.4859,4.2376,4.9846,9,4.6111,0.4167,4.2908,4.9314,Kruskal-Wallis,7.6199,0.1785,,Mann-Whitney U,0.0002,0.0254,45.0,0.0556,-0.4056,0.5167,0.1207,0.6938,,Mann-Whitney U,0.0002,0.0004,45.0,0.1111,-0.4024,0.6246,0.2163,0.6762,,Mann-Whitney U,0.0002,0.0002,63.0,0.5,0.0931,0.9069,1.2649,0.0336,*,Mann-Whitney U,0.0002,0.0019,43.5,0.0556,-0.4372,0.5483,0.1127,0.797,,Mann-Whitney U,0.0002,0.0254,45.0,0.0556,-0.4056,0.5167,0.1207,0.6938,,Mann-Whitney U,0.0254,0.0004,42.0,0.0556,-0.4213,0.5324,0.1169,0.9231,,Mann-Whitney U,0.0254,0.0002,64.5,0.4444,0.0948,0.7941,1.2935,0.0258,*,Mann-Whitney U,0.0254,0.0019,39.5,0.0,-0.4532,0.4532,0.0,0.9617,,Mann-Whitney U,0.0254,0.0254,40.5,0.0,-0.4164,0.4164,0.0,1.0,,Mann-Whitney U,0.0004,0.0002,57.0,0.3889,-0.0371,0.8149,0.9428,0.1153,,Mann-Whitney U,0.0004,0.0019,38.5,-0.0556,-0.5624,0.4513,-0.1096,0.8802,,Mann-Whitney U,0.0004,0.0254,39.0,-0.0556,-0.5324,0.4213,-0.1169,0.9231,,Mann-Whitney U,0.0002,0.0019,19.5,-0.4444,-0.8415,-0.0474,-1.1502,0.049,*,Mann-Whitney U,0.0002,0.0254,16.5,-0.4444,-0.7941,-0.0948,-1.2935,0.0258,*,Mann-Whitney U,0.0019,0.0254,41.5,0.0,-0.4532,0.4532,0.0,0.9617,
AVL_NoCritic,CX,9,4.0,0.0,4.0,4.0,9,4.1111,0.2205,3.9416,4.2806,9,4.1111,0.3333,3.8549,4.3673,9,4.1667,0.3536,3.8949,4.4384,9,4.0,0.0,4.0,4.0,9,4.1667,0.25,3.9745,4.3588,Kruskal-Wallis,5.955,0.3106,,Mann-Whitney U,,0.0,31.5,-0.1111,-0.2806,0.0584,-0.7127,0.1686,,Mann-Whitney U,,0.0,36.0,-0.1111,-0.3673,0.1451,-0.4714,0.3741,,Mann-Whitney U,,0.0,31.5,-0.1667,-0.4384,0.1051,-0.6667,0.1693,,Mann-Whitney U,,,40.5,0.0,0.0,0.0,0.0,1.0,,Mann-Whitney U,,0.0002,27.0,-0.1667,-0.3588,0.0255,-0.9428,0.0758,,Mann-Whitney U,0.0,0.0,44.0,0.0,-0.286,0.286,0.0,0.6831,,Mann-Whitney U,0.0,0.0,39.5,-0.0556,-0.3547,0.2436,-0.1886,0.9515,,Mann-Whitney U,0.0,,49.5,0.1111,-0.0584,0.2806,0.7127,0.1686,,Mann-Whitney U,0.0,0.0002,36.0,-0.0556,-0.2914,0.1803,-0.2357,0.6494,,Mann-Whitney U,0.0,0.0,36.5,-0.0556,-0.399,0.2879,-0.1617,0.6339,,Mann-Whitney U,0.0,,45.0,0.1111,-0.1451,0.3673,0.4714,0.3741,,Mann-Whitney U,0.0,0.0002,33.0,-0.0556,-0.3519,0.2408,-0.1886,0.3942,,Mann-Whitney U,0.0,,49.5,0.1667,-0.1051,0.4384,0.6667,0.1693,,Mann-Whitney U,0.0,0.0002,37.5,0.0,-0.3088,0.3088,0.0,0.7782,,Mann-Whitney U,,0.0002,27.0,-0.1667,-0.3588,0.0255,-0.9428,0.0758,
AVL_NoCritic,OV,9,4.4259,0.1211,4.3329,4.519,9,4.3685,0.191,4.2217,4.5154,9,4.5,0.1864,4.3568,4.6433,9,4.1926,0.1349,4.0889,4.2963,9,4.4173,0.1537,4.2991,4.5354,9,4.4463,0.0964,4.3722,4.5204,Kruskal-Wallis,15.8714,0.0072,**,Mann-Whitney U,0.0009,0.857,50.0,0.0574,-0.1048,0.2196,0.3589,0.4043,,Mann-Whitney U,0.0009,0.0648,28.5,-0.0741,-0.2333,0.0851,-0.4715,0.2822,,Mann-Whitney U,0.0009,0.4813,72.5,0.2333,0.1051,0.3615,1.8203,0.0043,**,Mann-Whitney U,0.0009,0.2875,42.0,0.0086,-0.1302,0.1475,0.0625,0.9223,,Mann-Whitney U,0.0009,0.0831,39.0,-0.0204,-0.1302,0.0894,-0.1861,0.9218,,Welch's t,0.857,0.0648,-1.4781,-0.1315,-0.3201,0.0571,-0.6968,0.1588,,Welch's t,0.857,0.4813,2.2567,0.1759,0.0092,0.3427,1.0638,0.0401,*,Welch's t,0.857,0.2875,-0.5966,-0.0488,-0.2227,0.1251,-0.2812,0.5595,,Welch's t,0.857,0.0831,-1.0903,-0.0778,-0.2334,0.0779,-0.514,0.2973,,Welch's t,0.0648,0.4813,4.0086,0.3074,0.1435,0.4713,1.8897,0.0012,**,Welch's t,0.0648,0.2875,1.0275,0.0827,-0.0885,0.2539,0.4844,0.32,,Welch's t,0.0648,0.0831,0.7682,0.0537,-0.0987,0.2061,0.3621,0.4573,,Welch's t,0.4813,0.2875,-3.296,-0.2247,-0.3694,-0.08,-1.5538,0.0046,**,Welch's t,0.4813,0.0831,-4.59,-0.2537,-0.3719,-0.1355,-2.1637,0.0004,***,Welch's t,0.2875,0.0831,-0.4797,-0.029,-0.1592,0.1012,-0.2262,0.6391,
